id,name,comment,time
1639,Grab,"Author  Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides. *Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" · Like · ·",2019-11-23T04:20:28Z
1640,Dezmond Pang,Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. 1 1  1 · Like · ·,2019-11-23T04:24:23Z
1641,Ravinder Sandhu Vin Vin,Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 😆 😆 · Like · · 23h,2019-11-24T15:20:26Z
1642,MKevin Anthony Bala,Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training... Shake your fucking heads up and down as a yes !!!!! · Like · · ·,2019-11-22T18:41:01Z
1643,Mohd Nur Syazwan,"Hey Grab, when will I get my RM100 refund, it already been 28 days and 21 working days. Hey Grab, when will I get my RM100 refund, it already been 28 days and 21 working days. Hey Grab, when will I get my RM100 refund, it already been 28 days and 21 working days. 1 1  1 · Like · ·",2019-11-22T02:18:41Z
1644,Grab,"Author  Hi Syazwan, we have replied to your PM. Kindly check please. Thanks! Hi Syazwan, we have replied to your PM. Kindly check please. Thanks! Hi Syazwan, we have replied to your PM. Kindly check please. Thanks! · Like · ·",2019-11-22T02:22:28Z
1645,Goh Wei Wei,Less job in Miri. Wait 1 hour to get 6 ringgit job. 1 day get less than 60. Haven't deducted 20% commission and fuel. Less job in Miri. Wait 1 hour to get 6 ringgit job. 1 day get less than 60. Haven't deducted 20% commission and fuel. Less job in Miri. Wait 1 hour to get 6 ringgit job. 1 day get less than 60. Haven't deducted 20% commission and fuel. · Like · ·,2019-11-21T02:36:11Z
1646,Grab,"Author  Hi Wei Wei. Grab fares are calculated by an algorithm that takes into account demand, supply and traffic conditions. It is possible that your other ride with higher fare was during a time where traffic conditions were bad, or when there were not enough drivers to accept all demand from passengers. Hi Wei Wei. Grab fares are calculated by an algorithm that takes into account demand, supply and traffic conditions. It is possible that your other ride with higher fare was during a time where traffic conditions were bad, or when there were not enough drivers to accept all demand from passengers. Hi Wei Wei. Grab fares are calculated by an algorithm that takes into account demand, supply and traffic conditions. It is possible that your other ride with higher fare was during a time where traffic conditions were bad, or when there were not enough drivers to accept all demand from passengers. · Like · ·",2019-11-21T02:44:29Z
1647,Goh Wei Wei,Grab I am driver. Less job for driver. Wait more than 1 hour to receive job. Grab I am driver. Less job for driver. Wait more than 1 hour to receive job. I am driver. Less job for driver. Wait more than 1 hour to receive job. · Like · ·,2019-11-21T02:54:11Z
1648,Selvan Puthan,Grab your  algorithm Is F type Grab your  algorithm Is F type your  algorithm Is F type · Like · ·,2019-11-23T07:17:24Z
1649,Jass Ooi,"Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 😡 😡 😡 😡 😡 😡 😡 😡 1 1  1 · Like · ·",2019-11-20T13:44:47Z
1650,Grab,"Author  Hi Jass Ooi, we have replied to your pm. You may check your inbox. Thank you. Hi Jass Ooi, we have replied to your pm. You may check your inbox. Thank you. Hi Jass Ooi, we have replied to your pm. You may check your inbox. Thank you. · Like · ·",2019-11-20T13:56:54Z
1651,Jass Ooi,Grab This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. Grab This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. · Like · ·,2019-11-20T14:04:58Z
1652,Jass Ooi,😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡 · Like · ·,2019-11-20T14:05:08Z
1653,Jass Ooi,Grab This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. Grab This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. This is ridiculous. This is procedure problem. You cannot pre charge us before the ride even started. Pls explain. · Like · ·,2019-11-20T14:05:28Z
1654,Michael Lee,If u want provide low/ cheap fare to yr riders ! why not just cut 10% commission or lower from us instead of 20%  ?? !! If u want provide low/ cheap fare to yr riders ! why not just cut 10% commission or lower from us instead of 20%  ?? !! If u want provide low/ cheap fare to yr riders ! why not just cut 10% commission or lower from us instead of 20%  ?? !! · Like · ·,2019-11-20T14:13:25Z
1655,Clarence Cyril Stanley,Useless customer service!! Not once but twice gave me wrong information. If you can't manage your information please let someone else do it! Useless customer service!! Not once but twice gave me wrong information. If you can't manage your information please let someone else do it! Useless customer service!! Not once but twice gave me wrong information. If you can't manage your information please let someone else do it! · Like · ·,2019-11-22T01:36:36Z
1656,Grab,Author  Hi Clarence. I can see that you have already sent us a DM. We will reply to your DM shortly. Hi Clarence. I can see that you have already sent us a DM. We will reply to your DM shortly. Hi Clarence. I can see that you have already sent us a DM. We will reply to your DM shortly. · Like · ·,2019-11-22T01:44:29Z
1657,Michael Lee,WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! · Like · ·,2019-11-20T14:09:54Z
1658,Grab,"Author  Hi Puthan, can you explain further in PM what algorithm are you referring to ya? You would want to mind your words regarding the CS employed by Grab cause they are human too. Thanks. 😊 Hi Puthan, can you explain further in PM what algorithm are you referring to ya? You would want to mind your words regarding the CS employed by Grab cause they are human too. Thanks. 😊 Hi Puthan, can you explain further in PM what algorithm are you referring to ya? You would want to mind your words regarding the CS employed by Grab cause they are human too. Thanks. 😊 😊 😊 · Like · ·",2019-11-23T07:26:16Z
1659,Selvan Puthan,Grab oops sorry I thought  they are robot's Grab oops sorry I thought  they are robot's oops sorry I thought  they are robot's · Like · ·,2019-11-23T07:28:05Z
1660,Selvan Puthan,"Grab hello boss,reply to Michael lee first,rather bother on my comment. Grab hello boss,reply to Michael lee first,rather bother on my comment. hello boss,reply to Michael lee first,rather bother on my comment. · Like · ·",2019-11-23T07:30:23Z
1661,Selvan Puthan,Michael Lee wait bro...soon they will copy pas Michael Lee wait bro...soon they will copy pas Michael Lee wait bro...soon they will copy pas · Like · ·,2019-11-23T07:31:21Z
1662,Grab,"Author  We believe that every comment will be replied to accordingly. So do not worry, we will attend to each and every one of you one person at a time ya. Thanks! We believe that every comment will be replied to accordingly. So do not worry, we will attend to each and every one of you one person at a time ya. Thanks! We believe that every comment will be replied to accordingly. So do not worry, we will attend to each and every one of you one person at a time ya. Thanks! · Like · ·",2019-11-23T07:32:52Z
1663,Selvan Puthan,Grab bravo bravo. Grab bravo bravo. bravo bravo. · Like · ·,2019-11-23T07:33:50Z
1664,Selvan Puthan,Grab you guys maybe expert in replying comments...but not in problem solving Grab you guys maybe expert in replying comments...but not in problem solving you guys maybe expert in replying comments...but not in problem solving · Like · ·,2019-11-23T07:35:33Z
1665,Selvan Puthan,Grab you employed  only entertain to reply ppl comments...but not problem solving Grab you employed  only entertain to reply ppl comments...but not problem solving you employed  only entertain to reply ppl comments...but not problem solving 1 1  1 · Like · ·,2019-11-23T07:57:25Z
1666,Selvan Puthan,Michael Lee this kind comments  they pretend like didn't  see...wont reply..Grab employed many stuppid ppl in CS Michael Lee this kind comments  they pretend like didn't  see...wont reply..Grab employed many stuppid ppl in CS Michael Lee this kind comments  they pretend like didn't  see...wont reply.. Grab employed many stuppid ppl in CS 1 1  1 · Like · · ·,2019-11-23T07:19:28Z
1667,Jass Ooi,"Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 😡 😡 😡 😡 😡 😡 😡 😡 · Like · ·",2019-11-20T13:46:08Z
1668,Jass Ooi,"Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 Grab, why i booked my ride is tmr morning and u guys already charge my credit card now? It suppose to be charge after ride why now charge upfront?????? 😡😡😡😡 😡 😡 😡 😡 😡 😡 😡 😡 · Like · ·",2019-11-20T13:46:12Z
1669,Michael Lee,WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! WHY THE FARE IS SO DAMN LOW ??? !! 10km - rm10 ! and excluding the time and few kilometer to pick up !! ? ?  grab u want all driver to do charity work ?? we have family to feed ! car instalment to pay ! and car maintenance to pay also !! u grab just seat there counting our hard earned money we get for you ! thru our 20% fare contribution to your company !! · Like · ·,2019-11-20T14:11:17Z
1670,Syasya Syanaz,Mcm mne nk tebus rm3 tu Mcm mne nk tebus rm3 tu Mcm mne nk tebus rm3 tu · Like · ·,2019-02-16T07:35:23Z
1671,Grab,Author  I will quickly run through this with you but could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you I will quickly run through this with you but could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you I will quickly run through this with you but could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you · Like · ·,2019-02-16T07:37:51Z
1672,Syasya Syanaz,Grab dkt mne nk registered tu Grab dkt mne nk registered tu dkt mne nk registered tu · Like · ·,2019-02-16T07:40:05Z
1673,Grab,Author  Could you PM us with your contact number and phone model ID in order for us to assist you accordingly. Thank you. Could you PM us with your contact number and phone model ID in order for us to assist you accordingly. Thank you. Could you PM us with your contact number and phone model ID in order for us to assist you accordingly. Thank you. · Like · ·,2019-02-16T07:43:36Z
1674,陈淑平,"Attn DRC. Regarding Vehicle year between 2009-2010,kindly advise extend 5 year more coz Puspokom Test Sucessful Attn DRC. Regarding Vehicle year between 2009-2010,kindly advise extend 5 year more coz Puspokom Test Sucessful Attn DRC. Regarding Vehicle year between 2009-2010,kindly advise extend 5 year more coz Puspokom Test Sucessful · Like · ·",2019-02-14T03:41:28Z
1675,Grab,"Author  Hi there! For further assistance, kindly PM us. Thank you. Hi there! For further assistance, kindly PM us. Thank you. Hi there! For further assistance, kindly PM us. Thank you. · Like · ·",2019-02-14T03:52:25Z
1676,Redha,"As salam admin... Thn nie 2019, grab driver kne daftar PSV & SOCSO ke ? As salam admin... Thn nie 2019, grab driver kne daftar PSV & SOCSO ke ? As salam admin... Thn nie 2019, grab driver kne daftar PSV & SOCSO ke ? · Like · ·",2019-02-16T06:44:27Z
1677,Redha,"Klo pkai kete thn 2011, bole pkai lg brape thn lg ? Klo pkai kete thn 2011, bole pkai lg brape thn lg ? Klo pkai kete thn 2011, bole pkai lg brape thn lg ? · Like · ·",2019-02-16T06:45:01Z
1678,Grab,"Author  Waalaikumussalam. SOCSO tu ikut budi bicara encik, bukanlah sesuatu yang wajib tapi kalu encik daftar, lebih baik. Berkenaan PSV pula itu masih belum diwartakan secara sah dari kerajaan kita. Jadi, kita masih tunggu notifikasi dari pihak atasan berkena…See more Waalaikumussalam. SOCSO tu ikut budi bicara encik, bukanlah sesuatu yang wajib tapi kalu encik daftar, lebih baik. Berkenaan PSV pula itu masih belum diwartakan secara sah dari kerajaan kita. Jadi, kita masih tunggu notifikasi dari pihak atasan berkena…See more Waalaikumussalam. SOCSO tu ikut budi bicara encik, bukanlah sesuatu yang wajib tapi kalu encik daftar, lebih baik. Berkenaan PSV pula itu masih belum diwartakan secara sah dari kerajaan kita. Jadi, kita masih tunggu notifikasi dari pihak atasan berkena Waalaikumussalam. SOCSO tu ikut budi bicara encik, bukanlah sesuatu yang wajib tapi kalu encik daftar, lebih baik. Berkenaan PSV pula itu masih belum diwartakan secara sah dari kerajaan kita. Jadi, kita masih tunggu notifikasi dari pihak atasan berkena … 1 1  1 · Like · ·",2019-02-16T06:47:36Z
1679,Redha,Grab ; Tkish admin... God bless... ✌😉 Grab ; Tkish admin... God bless... ✌😉 ; Tkish admin... God bless... ✌😉 ✌ ✌ 😉 😉 · Like · · ·,2019-02-16T06:48:55Z
1680,Grab,Author  Sama-sama. Sama-sama. Sama-sama. · Like · ·,2019-02-16T06:50:56Z
1681,Winnie Poh,Congrats to the winners! Congrats to the winners! Congrats to the winners! · Like · ·,2019-04-23T08:32:38Z
1682,Winnie Poh,Has anyone claimed from ridePAL before? Has anyone claimed from ridePAL before? Has anyone claimed from ridePAL before? · Like · ·,2019-04-24T02:33:29Z
1683,Ravinder  Sandhu,"Hello Grab, you don't care bout your platinum members now days is it... Because there are thousand of it so you treat them as nothing? My money extra charge more then 5 times, till today non of your customer Service responded me... spoke to over 5 staff, 5 of them promise will arange manager call but no one call... My money gone,points gone,  booking also your driver keep cancelling few days edy! What happening? ... You don't care your customer is it?? Hello Grab, you don't care bout your platinum members now days is it... Because there are thousand of it so you treat them as nothing? My money extra charge more then 5 times, till today non of your customer Service responded me... spoke to over 5 staff, 5 of them promise will arange manager call but no one call... My money gone,points gone,  booking also your driver keep cancelling few days edy! What happening? ... You don't care your customer is it?? Hello Grab, you don't care bout your platinum members now days is it... Because there are thousand of it so you treat them as nothing? My money extra charge more then 5 times, till today non of your customer Service responded me... spoke to over 5 staf Hello Grab, you don't care bout your platinum members now days is it... Because there are thousand of it so you treat them as nothing? My money extra charge more then 5 times, till today non of your customer Service responded me... spoke to over 5 staf f, 5 of them promise will arange manager call but no one call... My money gone,points gone,  booking also your driver keep cancelling few days edy! What happening? ... You don't care your customer is it?? f, 5 of them promise will arange manager call but no one call... My money gone,points gone,  booking also your driver keep cancelling few days edy! What happening? ... You don't care your customer is it?? f, 5 of them promise will arange manager call but no one call... My money gone,points gone,  booking also your driver keep cancelling few days edy! What happening? ... You don't care your customer is it?? · Like · ·",2019-06-15T14:41:16Z
1684,Irwan Ahmad Zulkarnain,"Hi Grab, we,the drivers in KLIA having a problem queuing too long to get passenger..There are 2000 drivers waiting and loyal to Grab...Therefore,I would like to suggest Please decrease the fare in KLIA and make it RM 58 at least, so that when the driver reach at KLIA,they can directly pick up another passenger without queuing anymore..Grab should be concerned towards the driver..FYI,I have conducted a poll..as a result many Grab drivers are happy and want you to decrease the KLIA fixed fare as soon as possible..I do really hope u will consider about it..Regards.Irwan Ahmad Zulkarnain(Loyal Grab Driver) Hi Grab, we,the drivers in KLIA having a problem queuing too long to get passenger..There are 2000 drivers waiting and loyal to Grab...Therefore,I would like to suggest Please decrease the fare in KLIA and make it RM 58 at least, so that when the driver reach at KLIA,they can directly pick up another passenger without queuing anymore..Grab should be concerned towards the driver..FYI,I have conducted a poll..as a result many Grab drivers are happy and want you to decrease the KLIA fixed fare as soon as possible..I do really hope u will consider about it..Regards.Irwan Ahmad Zulkarnain(Loyal Grab Driver) Hi Grab, we,the drivers in KLIA having a problem queuing too long to get passenger..There are 2000 drivers waiting and loyal to Grab...Therefore,I would like to suggest Please decrease the fare in KLIA and make it RM 58 at least, so that when the drive Hi Grab, we,the drivers in KLIA having a problem queuing too long to get passenger..There are 2000 drivers waiting and loyal to Grab...Therefore,I would like to suggest Please decrease the fare in KLIA and make it RM 58 at least, so that when the drive r reach at KLIA,they can directly pick up another passenger without queuing anymore..Grab should be concerned towards the driver..FYI,I have conducted a poll..as a result many Grab drivers are happy and want you to decrease the KLIA fixed fare as soon as possible..I do really hope u will consider about it..Regards.Irwan Ahmad Zulkarnain(Loyal Grab Driver) r reach at KLIA,they can directly pick up another passenger without queuing anymore..Grab should be concerned towards the driver..FYI,I have conducted a poll..as a result many Grab drivers are happy and want you to decrease the KLIA fixed fare as soon as possible..I do really hope u will consider about it..Regards.Irwan Ahmad Zulkarnain(Loyal Grab Driver) r reach at KLIA,they can directly pick up another passenger without queuing anymore..Grab should be concerned towards the driver..FYI,I have conducted a poll..as a result many Grab drivers are happy and want you to decrease the KLIA fixed fare as soon as possible..I do really hope u will consider about it.. Regards. Irwan Ahmad Zulkarnain (Loyal Grab Driver) · Like · ·",2019-04-21T11:23:29Z
1685,Grab,Author  Hi Irwan. We will have this relay to our team for further development of our service and ensure to give the best to you. Thank you. Hi Irwan. We will have this relay to our team for further development of our service and ensure to give the best to you. Thank you. Hi Irwan. We will have this relay to our team for further development of our service and ensure to give the best to you. Thank you. · Like · ·,2019-04-21T11:34:54Z
1686,Irwan Ahmad Zulkarnain,Grab Please do something...we want to see the action..not just talk only...it has been 5 days and I am still waiting but the fare still not reduce yet..you how many Grab driver increase everyday at KLIA?? Please la Grab..Think about the drivers !! Grab Please do something...we want to see the action..not just talk only...it has been 5 days and I am still waiting but the fare still not reduce yet..you how many Grab driver increase everyday at KLIA?? Please la Grab..Think about the drivers !! Please do something...we want to see the action..not just talk only...it has been 5 days and I am still waiting but the fare still not reduce yet..you how many Grab driver increase everyday at KLIA?? Please la Grab..Think about the drivers !! · Like · ·,2019-04-26T19:34:28Z
1687,Najib Md Nor,Grab bagi template reply ja..mmg X la dia nak amik action Grab bagi template reply ja..mmg X la dia nak amik action Grab bagi template reply ja..mmg X la dia nak amik action · Like · ·,2019-05-01T14:47:39Z
1688,John Campen,you are kidding right?  Reduce the fair below RM65? This is already quite low. Take a Taxi is RM75-85 How are people to make a fair living at 58 and they sit in a jam for over 90min like my trip yesterday? At 65(72 with toll) I usually give the driver 80 as appreciation for the good service. you are kidding right?  Reduce the fair below RM65? This is already quite low. Take a Taxi is RM75-85 How are people to make a fair living at 58 and they sit in a jam for over 90min like my trip yesterday? At 65(72 with toll) I usually give the driver 80 as appreciation for the good service. you are kidding right?  Reduce the fair below RM65? This is already quite low. Take a Taxi is RM75-85 How are people to make a fair living at 58 and they sit in a jam for over 90min like my trip yesterday? At 65(72 with toll) I usually give the driver 80 as appreciation for the good service. · Like · ·,2019-05-18T05:06:08Z
1689,Alaric Chong,"Hi Grab, I would like to report on the Grab Food app for missing outlets. In fact, I have sent a message. Please reply me from there. Hi Grab, I would like to report on the Grab Food app for missing outlets. In fact, I have sent a message. Please reply me from there. Hi Grab, I would like to report on the Grab Food app for missing outlets. In fact, I have sent a message. Please reply me from there. · Like · ·",2019-04-22T06:24:25Z
1690,Grab,"Author  Hi Alaric. Thank you for your PM, we will be on it shortly. Hi Alaric. Thank you for your PM, we will be on it shortly. Hi Alaric. Thank you for your PM, we will be on it shortly. · Like · ·",2019-04-22T07:05:43Z
1691,Alaric Chong,Grab I got no reply... Grab I got no reply... I got no reply... · Like · ·,2019-04-23T00:04:05Z
1692,Grab,"Author  Hey Alaric! We are sorry to know this. Kindly PM us immediately and we will attend to your query. If possible, do provide us a tracking number if you have any. Thank you. Hey Alaric! We are sorry to know this. Kindly PM us immediately and we will attend to your query. If possible, do provide us a tracking number if you have any. Thank you. Hey Alaric! We are sorry to know this. Kindly PM us immediately and we will attend to your query. If possible, do provide us a tracking number if you have any. Thank you. · Like · ·",2019-04-23T00:23:17Z
1693,Leonard Foo,Pm immediately? How many pm do we need to send so the matter will be entertain? Poor customer service! I wonder how much money did Grab pay just to acknowledged as best innovative company. Best my foot. Pm immediately? How many pm do we need to send so the matter will be entertain? Poor customer service! I wonder how much money did Grab pay just to acknowledged as best innovative company. Best my foot. Pm immediately? How many pm do we need to send so the matter will be entertain? Poor customer service! I wonder how much money did Grab pay just to acknowledged as best innovative company. Best my foot. 1 1  1 · Like · ·,2019-04-23T09:46:15Z
1694,ZhiQian Koo,My reward redeem are not appear in your grab app. Already cut the points but not received the RM 15grab reward. My reward redeem are not appear in your grab app. Already cut the points but not received the RM 15grab reward. My reward redeem are not appear in your grab app. Already cut the points but not received the RM 15grab reward. · Like · ·,2019-04-22T12:42:34Z
1695,Grab,Author  Hi ZhiQian Koo! Can you PM us with your mobile number for us to check further? Thank you. Hi ZhiQian Koo! Can you PM us with your mobile number for us to check further? Thank you. Hi ZhiQian Koo! Can you PM us with your mobile number for us to check further? Thank you. · Like · ·,2019-04-22T14:21:47Z
1696,Zairul Laeddis,Very difficult to get Grab now. Very difficult to get Grab now. Very difficult to get Grab now. 1 1  1 · Like · ·,2019-04-22T15:21:39Z
1697,Ravinder  Sandhu,"hello, why i ask for manager call no one call me... have to call your customer service almost 5 times... my MYR 40 gone just by calling you guys... Your hotline damn expensive... you guys got no shame ah! Ceo sleeping is it? hello, why i ask for manager call no one call me... have to call your customer service almost 5 times... my MYR 40 gone just by calling you guys... Your hotline damn expensive... you guys got no shame ah! Ceo sleeping is it? hello, why i ask for manager call no one call me... have to call your customer service almost 5 times... my MYR 40 gone just by calling you guys... Your hotline damn expensive... you guys got no shame ah! Ceo sleeping is it? · Like · ·",2019-06-14T13:27:50Z
1698,Aizat Nsr,Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. · Like · ·,2019-05-01T11:09:13Z
1699,Firdhaus Tiong,Grab your drivers are dying of hunger. One hour only one ping. Please do sth. All of them quit for grab. Now they are handicapped in the society! Grab your drivers are dying of hunger. One hour only one ping. Please do sth. All of them quit for grab. Now they are handicapped in the society! your drivers are dying of hunger. One hour only one ping. Please do sth. All of them quit for grab. Now they are handicapped in the society! · Like · ·,2019-04-20T11:23:51Z
1700,Grab,Author  Hi Firdhaus. Could you please PM us with your phone number to check on this? Thanks. Hi Firdhaus. Could you please PM us with your phone number to check on this? Thanks. Hi Firdhaus. Could you please PM us with your phone number to check on this? Thanks. · Like · ·,2019-04-20T11:26:52Z
1701,Leonard Foo,"Pm again. Stupid auto generated answer. Grab, ask your CEO to remember without the drivers he will not be a billionaire as he is today. Pm again. Stupid auto generated answer. Grab, ask your CEO to remember without the drivers he will not be a billionaire as he is today. Pm again. Stupid auto generated answer. Grab, ask your CEO to remember without the drivers he will not be a billionaire as he is today. · Like · ·",2019-04-23T09:47:46Z
1702,Firdhaus Tiong,Leonard Foo  but without grab drivers also won’t be making ends meet Leonard Foo  but without grab drivers also won’t be making ends meet Leonard Foo  but without grab drivers also won’t be making ends meet · Like · ·,2019-04-23T10:44:47Z
1703,Leonard Foo,"Firdhaus Tiong, at least Grab need to treat us fairly,right? That all about why most of the drivers complain about. Firdhaus Tiong, at least Grab need to treat us fairly,right? That all about why most of the drivers complain about. Firdhaus Tiong, at least Grab need to treat us fairly,right? That all about why most of the drivers complain about. · Like · ·",2019-04-24T17:28:07Z
1704,Wong Lee Ann,Leon Ng Leon Ng · Like · ·,2019-08-20T13:13:55Z
